4000.000000	99.531747 
3999.000000	99.531789 
3998.000000	99.531486 
3997.000000	99.530646 
3996.000000	99.529141 
3995.000000	99.527351 
3994.000000	99.526247 
3993.000000	99.526695 
3992.000000	99.528486 
3991.000000	99.530160 
3990.000000	99.530147 
3989.000000	99.528426 
3988.000000	99.526954 
3987.000000	99.528050 
3986.000000	99.532082 
3985.000000	99.536791 
3984.000000	99.538966 
3983.000000	99.536851 
3982.000000	99.531217 
3981.000000	99.524561 
3980.000000	99.519298 
3979.000000	99.516564 
3978.000000	99.516423 
3977.000000	99.518661 
3976.000000	99.523086 
3975.000000	99.529166 
3974.000000	99.535737 
3973.000000	99.541249 
3972.000000	99.544310 
3971.000000	99.544283 
3970.000000	99.541557 
3969.000000	99.537280 
3968.000000	99.532835 
3967.000000	99.529234 
3966.000000	99.526891 
3965.000000	99.525948 
3964.000000	99.526329 
3963.000000	99.527235 
3962.000000	99.527020 
3961.000000	99.524310 
3960.000000	99.519466 
3959.000000	99.514795 
3958.000000	99.512707 
3957.000000	99.513478 
3956.000000	99.515396 
3955.000000	99.516841 
3954.000000	99.517867 
3953.000000	99.519425 
3952.000000	99.521567 
3951.000000	99.523258 
3950.000000	99.523631 
3949.000000	99.523122 
3948.000000	99.523034 
3947.000000	99.523965 
3946.000000	99.525271 
3945.000000	99.525926 
3944.000000	99.525513 
3943.000000	99.524026 
3942.000000	99.521758 
3941.000000	99.519516 
3940.000000	99.517994 
3939.000000	99.516722 
3938.000000	99.514177 
3937.000000	99.509290 
3936.000000	99.503327 
3935.000000	99.499772 
3934.000000	99.502109 
3933.000000	99.510836 
3932.000000	99.522176 
3931.000000	99.530133 
3930.000000	99.530698 
3929.000000	99.524757 
3928.000000	99.517123 
3927.000000	99.512757 
3926.000000	99.513742 
3925.000000	99.518309 
3924.000000	99.522576 
3923.000000	99.524180 
3922.000000	99.523647 
3921.000000	99.522950 
3920.000000	99.523394 
3919.000000	99.524939 
3918.000000	99.527056 
3917.000000	99.529284 
3916.000000	99.531148 
3915.000000	99.532261 
3914.000000	99.532934 
3913.000000	99.534009 
3912.000000	99.535789 
3911.000000	99.537886 
3910.000000	99.539906 
3909.000000	99.541766 
3908.000000	99.543248 
3907.000000	99.542951 
3906.000000	99.538378 
3905.000000	99.527524 
3904.000000	99.510997 
3903.000000	99.493569 
3902.000000	99.482181 
3901.000000	99.481195 
3900.000000	99.489722 
3899.000000	99.502425 
3898.000000	99.513542 
3897.000000	99.520317 
3896.000000	99.522702 
3895.000000	99.521693 
3894.000000	99.518543 
3893.000000	99.514440 
3892.000000	99.510320 
3891.000000	99.506693 
3890.000000	99.503885 
3889.000000	99.501763 
3888.000000	99.500180 
3887.000000	99.499843 
3886.000000	99.501062 
3885.000000	99.502267 
3884.000000	99.501532 
3883.000000	99.499091 
3882.000000	99.497121 
3881.000000	99.497069 
3880.000000	99.498256 
3879.000000	99.499269 
