4000.000000	99.553916 
3999.000000	99.553059 
3998.000000	99.552025 
3997.000000	99.550802 
3996.000000	99.549531 
3995.000000	99.548420 
3994.000000	99.547672 
3993.000000	99.547389 
3992.000000	99.547442 
3991.000000	99.547450 
3990.000000	99.547066 
3989.000000	99.546358 
3988.000000	99.545837 
3987.000000	99.545988 
3986.000000	99.546772 
3985.000000	99.547577 
3984.000000	99.547669 
3983.000000	99.546685 
3982.000000	99.544781 
3981.000000	99.542527 
3980.000000	99.540536 
3979.000000	99.539092 
3978.000000	99.538186 
3977.000000	99.537823 
3976.000000	99.538165 
3975.000000	99.539321 
3974.000000	99.541067 
3973.000000	99.542752 
3972.000000	99.543599 
3971.000000	99.543254 
3970.000000	99.542015 
3969.000000	99.540568 
3968.000000	99.539433 
3967.000000	99.538652 
3966.000000	99.538007 
3965.000000	99.537464 
3964.000000	99.537186 
3963.000000	99.537126 
3962.000000	99.536828 
3961.000000	99.535820 
3960.000000	99.534114 
3959.000000	99.532291 
3958.000000	99.531018 
3957.000000	99.530473 
3956.000000	99.530335 
3955.000000	99.530187 
3954.000000	99.529842 
3953.000000	99.529326 
3952.000000	99.528728 
3951.000000	99.528287 
3950.000000	99.528361 
3949.000000	99.529159 
3948.000000	99.530483 
3947.000000	99.531783 
3946.000000	99.532629 
3945.000000	99.533013 
3944.000000	99.533169 
3943.000000	99.533076 
3942.000000	99.532484 
3941.000000	99.531414 
3940.000000	99.530198 
3939.000000	99.528959 
3938.000000	99.527417 
3937.000000	99.525307 
3936.000000	99.522981 
3935.000000	99.521401 
3934.000000	99.521462 
3933.000000	99.523277 
3932.000000	99.525952 
3931.000000	99.528085 
3930.000000	99.528798 
3929.000000	99.528284 
3928.000000	99.527484 
3927.000000	99.527252 
3926.000000	99.527815 
3925.000000	99.528738 
3924.000000	99.529279 
3923.000000	99.529118 
3922.000000	99.528604 
3921.000000	99.528349 
3920.000000	99.528657 
3919.000000	99.529367 
3918.000000	99.530199 
3917.000000	99.530962 
3916.000000	99.531459 
3915.000000	99.531511 
3914.000000	99.531228 
3913.000000	99.530962 
3912.000000	99.530831 
3911.000000	99.530614 
3910.000000	99.530155 
3909.000000	99.529673 
3908.000000	99.529515 
3907.000000	99.529599 
3906.000000	99.529247 
3905.000000	99.527739 
3904.000000	99.524978 
3903.000000	99.521921 
3902.000000	99.520102 
3901.000000	99.520379 
3900.000000	99.522451 
